token,tag,label,correction
fisika,NOUN,0,_
",",PUNCT,0,_
guru,NOUN,0,_
cenderung,X,0,_
hanya,ADV,0,_
menggunakan,VERB,0,_
LKS,PROPN,0,_
dan,CCONJ,0,_
powerpoint,X,0,_
di,ADP,0,_
mana,NOUN,0,_
belum,PART,0,_
mampu,ADJ,0,_
menfasilitasi,X,1,memfasilitasi
siswa,NOUN,0,_
untuk,SCONJ,0,_
berpikir,VERB,0,_
tingkat,NOUN,0,_
tinngi,X,1,tinggi
.,PUNCT,0,_
Kebijakan,NOUN,0,_
pembelajaran,X,0,_
daring,X,0,_
tentunya,_,0,_
membawa,VERB,0,_
dampka,X,1,dampak
besar,ADJ,0,_
terhadap,ADP,0,_
proses,NOUN,0,_
pembelajran,X,1,pembelajaran
",",PUNCT,0,_
khususnya,ADV,0,_
dalam,ADP,0,_
penyediaan,NOUN,0,_
dan,CCONJ,0,_
pemilihan,NOUN,0,_
perangkat,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
sesuai,ADJ,0,_
dan,CCONJ,0,_
tepat,ADJ,0,_
.,PUNCT,0,_
Oleh,ADP,0,_
karena,SCONJ,0,_
itu,DET,0,_
",",PUNCT,0,_
diperlukan,VERB,0,_
solusi,NOUN,0,_
kteratif,X,1,kreatif
yang,SCONJ,0,_
dapat,AUX,0,_
digunakan,VERB,0,_
sebagai,ADP,0,_
alternatif,NOUN,0,_
untuk,SCONJ,0,_
menignkatakan,X,1,meningkatkan
kualitas,NOUN,0,_
prtoses,X,1,proses
pembelajaran,X,0,_
daring,X,0,_
dengan,ADP,0,_
pengembangan,NOUN,0,_
perangkat,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
relevan,ADJ,0,_
.,PUNCT,0,_
Sebagai,ADP,0,_
salah,ADJ,0,_
satu,NUM,0,_
negara,NOUN,0,_
yang,SCONJ,0,_
terpapar,VERB,0,_
Covid,PROPN,0,_
19,NUM,0,_
",",PUNCT,0,_
pemerintah,NOUN,0,_
Inodnesia,PROPN,1,indonesia
menetapkan,VERB,0,_
kebijakan,NOUN,0,_
physical,X,0,_
distancing,X,0,_
(,PUNCT,0,_
jaga,VERB,0,_
jarak,ADJ,0,_
),PUNCT,0,_
untuk,SCONJ,0,_
mengendalikan,VERB,0,_
penyebaran,NOUN,0,_
virus,X,0,_
corona,X,0,_
.,PUNCT,0,_
Pembelajaran,PROPN,0,_
daring,X,0,_
adalah,AUX,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
dilakukan,VERB,0,_
secara,ADP,0,_
online,X,0,_
",",PUNCT,0,_
baik,ADJ,0,_
menggunakan,VERB,0,_
aplikasi,NOUN,0,_
pembelajaran,X,0,_
maupun,CCONJ,0,_
medida,X,1,media
sosial,NOUN,0,_
.,PUNCT,0,_
Pelaksanaan,NOUN,0,_
pembelajaran,X,0,_
daring,X,0,_
menuntut,VERB,0,_
guru,NOUN,0,_
untuk,SCONJ,0,_
merancang,VERB,0,_
kegiatan,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
sesuai,ADJ,0,_
dengan,ADP,0,_
stadard,X,1,standar
proses,NOUN,0,_
pembelajaran,X,0,_
.,PUNCT,0,_
Muhidin,PROPN,0,_
&,SYM,0,_
Ubaid,PROPN,0,_
(,PUNCT,0,_
2018,NUM,0,_
),PUNCT,0,_
menyatakan,VERB,0,_
bahwa,SCONJ,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
adalah,AUX,0,_
segala,DET,0,_
macam,NOUN,0,_
bentuk,NOUN,0,_
informasi,NOUN,0,_
(,PUNCT,0,_
teks,NOUN,0,_
",",PUNCT,0,_
visual,X,0,_
",",PUNCT,0,_
audio,NOUN,0,_
",",PUNCT,0,_
atau,CCONJ,0,_
gabungan,NOUN,0,_
di,ADP,0,_
antara,ADP,0,_
ketiganya,X,0,_
),PUNCT,0,_
",",PUNCT,0,_
yang,SCONJ,0,_
dibutuhkan,VERB,0,_
oleh,ADP,0,_
pelajar,NOUN,0,_
untuk,SCONJ,0,_
dipelajari,X,0,_
dan,CCONJ,0,_
disusun,VERB,0,_
dalam,ADP,0,_
rangka,NOUN,0,_
mendukng,X,0,_
aktivitas,NOUN,0,_
belajar,VERB,0,_
guna,NOUN,0,_
mencapai,VERB,0,_
komptensi,X,1,kompetensi
.,PUNCT,0,_
Hasil,NOUN,0,_
wawancara,NOUN,0,_
yang,SCONJ,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
salah,ADJ,0,_
satu,NUM,0,_
guru,NOUN,0,_
matematika,NOUN,0,_
MTs,PROPN,0,_
Negeri,PROPN,0,_
2,NUM,0,_
Medan,PROPN,0,_
pada,ADP,0,_
tanggal,NOUN,0,_
23,NUM,0,_
Oktober,PROPN,0,_
2020,NUM,0,_
menyatakan,VERB,0,_
bahwa,SCONJ,0,_
ketika,SCONJ,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
",",PUNCT,0,_
siswa,NOUN,0,_
mengalami,VERB,0,_
kesulitan,NOUN,0,_
dalam,ADP,0,_
memahami,VERB,0,_
meteri,VERB,1,materi
pelajaran,NOUN,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
abstrak,ADJ,0,_
ataupun,X,0,_
yang,SCONJ,0,_
membutuhkan,VERB,0,_
visualisasi,X,0,_
seperti,ADP,0,_
yang,SCONJ,0,_
terdapat,VERB,0,_
pada,ADP,0,_
materi,NOUN,0,_
transformasi,NOUN,0,_
geometri,X,0,_
.,PUNCT,0,_
Materi,NOUN,0,_
ini,DET,0,_
merupakan,VERB,0,_
ilmu,NOUN,0,_
yang,SCONJ,0,_
mempelajari,X,0,_
tentang,ADP,0,_
perpindahan,NOUN,0,_
atau,CCONJ,0,_
pergesaram,X,1,pergeseran
objek-objek,NOUN,0,_
geometri,X,0,_
.,PUNCT,0,_
Sementara,SCONJ,0,_
itu,DET,0,_
",",PUNCT,0,_
siswa,NOUN,0,_
juga,ADV,0,_
mengaku,VERB,0,_
bahwa,SCONJ,0,_
mereka,PRON,0,_
merasa,VERB,0,_
kesulitan,NOUN,0,_
dalam,ADP,0,_
memhami,X,1,memahami
materi,NOUN,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
abstrak,ADJ,0,_
dengan,ADP,0,_
menggukan,X,1,menggunakan
bahan,NOUN,0,_
ajar,VERB,0,_
cetak,VERB,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
oleh,ADP,0,_
guru,NOUN,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
sekolah,NOUN,0,_
saat,NOUN,0,_
pembelajaran,X,0,_
daring,X,0,_
merupakan,VERB,0,_
jenis,NOUN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
cetak,VERB,0,_
yang,SCONJ,0,_
umunya,X,1,umumnya
berisikan,VERB,0,_
ringkasan,NOUN,0,_
materi,NOUN,0,_
",",PUNCT,0,_
contoh,NOUN,0,_
soal,NOUN,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
latihan,NOUN,0,_
soal,NOUN,0,_
yang,SCONJ,0,_
hanya,ADV,0,_
melatih,VERB,0,_
siswa,NOUN,0,_
untuk,SCONJ,0,_
menghapal,X,1,menghafal
rumus,NOUN,0,_
serta,CCONJ,0,_
meniru,VERB,0,_
penyelesaian,X,0,_
contoh,NOUN,0,_
soal,NOUN,0,_
yang,SCONJ,0,_
disajikan,VERB,0,_
.,PUNCT,0,_
Penyajian,NOUN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
ini,DET,0,_
hanya,ADV,0,_
akan,AUX,0,_
membuat,VERB,0,_
siswa,NOUN,0,_
mudah,ADJ,0,_
lupa,VERB,0,_
dan,CCONJ,0,_
tidak,PART,0,_
memahami,VERB,0,_
konsep,NOUN,0,_
mateamtiak,X,1,matematika
dengan,ADP,0,_
baik,ADJ,0,_
.,PUNCT,0,_
Prinsip,NOUN,0,_
ini,DET,0,_
artinya,_,0,_
adalah,AUX,0,_
materi,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
pada,ADP,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
hendaknya,X,0,_
cukup,ADV,0,_
menaadai,X,1,menandai
dalam,ADP,0,_
membantu,VERB,0,_
siswa,NOUN,0,_
menguasai,VERB,0,_
kompetensi,NOUN,0,_
yang,SCONJ,0,_
diajarkan,VERB,0,_
.,PUNCT,0,_
Peserta,PROPN,0,_
didik,VERB,0,_
juga,ADV,0,_
berpendapat,X,0,_
bahwa,SCONJ,0,_
kegiatan-kegiatan,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
pada,ADP,0,_
bahan,NOUN,0,_
ajat,X,1,ajar
cukup,ADV,0,_
sulit,ADJ,0,_
untuk,SCONJ,0,_
dilaksanakan,VERB,0,_
pada,ADP,0,_
saat,NOUN,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
adalah,AUX,0,_
seperangkat,DET,0,_
materi,NOUN,0,_
baik,ADJ,0,_
tertulis,VERB,0,_
maupun,CCONJ,0,_
tidak,PART,0,_
tetrtulis,X,1,tertulis
yang,SCONJ,0,_
disusun,VERB,0,_
secara,ADP,0,_
sistematia,X,1,sistematis
sesuai,ADJ,0,_
kompetensi,NOUN,0,_
yang,SCONJ,0,_
harus,AUX,0,_
dikuasai,VERB,0,_
siswa,NOUN,0,_
dan,CCONJ,0,_
digunakan,VERB,0,_
dalam,ADP,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
dengan,ADP,0,_
tujuan,NOUN,0,_
untuk,SCONJ,0,_
perencanaan,NOUN,0,_
dan,CCONJ,0,_
penelaahan,NOUN,0,_
implementasi,NOUN,0,_
pembelajaran,X,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
adalah,AUX,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
yang,SCONJ,0,_
mengintegrasikan,VERB,0,_
beberapa,DET,0,_
media,NOUN,0,_
pembelajaran,X,0,_
(,PUNCT,0,_
teks,NOUN,0,_
",",PUNCT,0,_
gambar,NOUN,0,_
",",PUNCT,0,_
audio,NOUN,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
video,NOUN,0,_
),PUNCT,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
interaktif,X,0,_
untuk,SCONJ,0,_
mengendalikan,VERB,0,_
perintah,NOUN,0,_
atau,CCONJ,0,_
perilkau,X,1,perilaku
alami,ADJ,0,_
dari,ADP,0,_
sebuah,DET,0,_
presentasi,NOUN,0,_
sehingga,SCONJ,0,_
terjadi,VERB,0,_
hubungan,NOUN,0,_
dua,NUM,0,_
arah,NOUN,0,_
antara,ADP,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
dengan,ADP,0,_
siswa,NOUN,0,_
.,PUNCT,0,_
Pembelajaran,PROPN,0,_
matematika,NOUN,0,_
realistik,X,0,_
adalah,AUX,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
berorientasi,VERB,0,_
pada,ADP,0,_
masalah,NOUN,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
realistik,X,0,_
sebagai,ADP,0,_
sumbwert,X,1,sumber
munculnya,_,0,_
konsep-konsep,NOUN,0,_
matematika,NOUN,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
yang,SCONJ,0,_
telah,AUX,0,_
dihasilkan,VERB,0,_
kemudian,ADV,0,_
di,ADP,0,_
validasi,X,0,_
oleh,ADP,0,_
dosen,NOUN,0,_
serta,CCONJ,0,_
dilakukan,VERB,0,_
uji,VERB,0,_
praktikalitas,X,0,_
oleh,ADP,0,_
guru,NOUN,0,_
dan,CCONJ,0,_
ssiswa,X,1,siswa
.,PUNCT,0,_
Siswa,NOUN,0,_
mengaku,VERB,0,_
bahwa,SCONJ,0,_
mereka,PRON,0,_
cednerung,X,1,cenderung
menghafal,VERB,0,_
rumus,NOUN,0,_
matematika,NOUN,0,_
untuk,SCONJ,0,_
menyelesaikan,VERB,0,_
soal,NOUN,0,_
dan,CCONJ,0,_
tugas,NOUN,0,_
yang,SCONJ,0,_
diberikan,VERB,0,_
oleh,ADP,0,_
guru,NOUN,0,_
.,PUNCT,0,_
Bahkan,ADP,0,_
",",PUNCT,0,_
sebagian,X,0,_
besar,ADJ,0,_
dari,ADP,0,_
peserrts,X,1,peserta
didik,VERB,0,_
hanya,ADV,0,_
mencari,VERB,0,_
jawaban,NOUN,0,_
soal,NOUN,0,_
di,ADP,0,_
internet,NOUN,0,_
tanpa,ADP,0,_
memahami,VERB,0,_
konsep,NOUN,0,_
materi,NOUN,0,_
yang,SCONJ,0,_
mereka,PRON,0,_
tulis,VERB,0,_
.,PUNCT,0,_
Banyak,DET,0,_
faktor,NOUN,0,_
yang,SCONJ,0,_
menyebabkan,VERB,0,_
seseorang,X,0,_
terkena,VERB,0,_
karatak,X,1,katarak
diantaranya,X,0,_
:,PUNCT,0,_
bertambahnya,_,0,_
umur,NOUN,0,_
",",PUNCT,0,_
status,NOUN,0,_
pendidikan,NOUN,0,_
atau,CCONJ,0,_
status,NOUN,0,_
ekonomi,NOUN,0,_
",",PUNCT,0,_
faktor,NOUN,0,_
genetika,NOUN,0,_
dan,CCONJ,0,_
pola,NOUN,0,_
hidup,VERB,0,_
.,PUNCT,0,_
Hasil,NOUN,0,_
penilaian,NOUN,0,_
kemampuan,NOUN,0,_
sains,NOUN,0,_
yang,SCONJ,0,_
telah,AUX,0,_
dilakukan,VERB,0,_
oleh,ADP,0,_
tim,NOUN,0,_
PISA,PROPN,0,_
pada,ADP,0,_
tahun,NOUN,0,_
2018,NUM,0,_
",",PUNCT,0,_
Indonesia,PROPN,0,_
berada,VERB,0,_
pada,ADP,0,_
peringkat,NOUN,0,_
71,NUM,0,_
dari,ADP,0,_
79,NUM,0,_
Negara,PROPN,0,_
yang,SCONJ,0,_
ikut,VERB,0,_
berpatrisipadsi,X,1,berpartisipasi
.,PUNCT,0,_
Peningkatan,NOUN,0,_
kemampuan,NOUN,0,_
berpikir,VERB,0,_
tingkat,NOUN,0,_
tinggi,ADJ,0,_
(,PUNCT,0,_
HOTS,PROPN,0,_
),PUNCT,0,_
dapat,AUX,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
menerapkan,VERB,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
berirentasi,X,1,berorientasi
untuk,SCONJ,0,_
mengasah,VERB,0,_
kemampuan,NOUN,0,_
berpikir,VERB,0,_
tingkat,NOUN,0,_
tinggi,ADJ,0,_
.,PUNCT,0,_
Penerapkan,PROPN,1,penerapan
pembelajaran,X,0,_
emampuan,X,1,kemampuan
berpikir,VERB,0,_
tingkat,NOUN,0,_
tinggi,ADJ,0,_
menjadi,VERB,0,_
jembatan,NOUN,0,_
untuk,SCONJ,0,_
melatih,VERB,0,_
siswa,NOUN,0,_
untuk,SCONJ,0,_
terampil,ADJ,0,_
menganalisis,VERB,0,_
",",PUNCT,0,_
mensistesis,X,1,menyintesis
dan,CCONJ,0,_
mengevaluasi,VERB,0,_
serta,CCONJ,0,_
menarik,VERB,0,_
kesimpulan,NOUN,0,_
hingga,ADP,0,_
mampu,ADJ,0,_
menentukan,VERB,0,_
alternatif,NOUN,0,_
dari,ADP,0,_
sebuah,DET,0,_
permasalahan,NOUN,0,_
.,PUNCT,0,_
E-modul,X,0,_
dapat,AUX,0,_
memuat,VERB,0,_
iinfromasi,X,1,informasi
berupa,VERB,0,_
video,NOUN,0,_
",",PUNCT,0,_
animasi,X,0,_
",",PUNCT,0,_
diagram,NOUN,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
teks,NOUN,0,_
sehingga,SCONJ,0,_
peserta,X,0,_
didik,VERB,0,_
dapat,AUX,0,_
memahami,VERB,0,_
lebih,ADJ,0,_
dalam,ADP,0,_
materi,NOUN,0,_
yang,SCONJ,0,_
dipelajari,X,0,_
.,PUNCT,0,_
Pmbelajaran,PROPN,1,pembelajaran
online,X,0,_
didefinisikan,VERB,0,_
sebagai,ADP,0,_
pengalaman,NOUN,0,_
transfer,VERB,0,_
pengetahuan,X,0,_
menggunakan,VERB,0,_
video,NOUN,0,_
",",PUNCT,0,_
audio,NOUN,0,_
",",PUNCT,0,_
gambar,NOUN,0,_
",",PUNCT,0,_
komunikasi,NOUN,0,_
teks,NOUN,0,_
",",PUNCT,0,_
perangkat,NOUN,0,_
lunak,ADJ,0,_
.,PUNCT,0,_
Pada,ADP,0,_
materi,NOUN,0,_
ini,DET,0,_
",",PUNCT,0,_
peserta,X,0,_
didik,VERB,0,_
diharuskan,VERB,0,_
bisa,AUX,0,_
memahami,VERB,0,_
dan,CCONJ,0,_
menganalis,VERB,1,menganalisis
konsep,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
dalam,ADP,0,_
materi,NOUN,0,_
usaha,NOUN,0,_
dan,CCONJ,0,_
energi,NOUN,0,_
.,PUNCT,0,_
Problem,PROPN,0,_
solving,X,0,_
merupakan,VERB,0,_
sebuah,DET,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
melakukan,VERB,0,_
pemusatan,NOUN,0,_
pada,ADP,0,_
pengajaran,X,0,_
dan,CCONJ,0,_
keterampilan,NOUN,0,_
pemecahan,NOUN,0,_
asalah,X,1,masalah
yang,SCONJ,0,_
diikuti,VERB,0,_
dengan,ADP,0,_
penguatan,X,0,_
keterampilan,NOUN,0,_
.,PUNCT,0,_
Masalah,NOUN,0,_
didefinisikan,VERB,0,_
sebagai,ADP,0,_
senbuah,X,1,sebuah
persalan,X,1,persoalan
yang,SCONJ,0,_
tidak,PART,0,_
rutin,ADJ,0,_
dan,CCONJ,0,_
belum,PART,0,_
dikenal,VERB,0,_
cara,NOUN,0,_
penyelesaiannya,X,0,_
.,PUNCT,0,_
Kelebihan,NOUN,0,_
metode,NOUN,0,_
pembelakjaran,X,1,pembelajaran
problem,X,0,_
solving,X,0,_
diantaranya,X,0,_
melatih,VERB,0,_
siswa,NOUN,0,_
untuk,SCONJ,0,_
menghadapi,VERB,0,_
problem,X,0,_
atau,CCONJ,0,_
situasi,NOUN,0,_
yang,SCONJ,0,_
timbul,ADJ,0,_
secara,ADP,0,_
spontan,ADJ,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
sajar,X,1,ajar
adalah,AUX,0,_
segala,DET,0,_
bahan,NOUN,0,_
",",PUNCT,0,_
baik,ADJ,0,_
informasi,NOUN,0,_
",",PUNCT,0,_
alat,NOUN,0,_
",",PUNCT,0,_
maupun,CCONJ,0,_
teks,NOUN,0,_
yang,SCONJ,0,_
disusun,VERB,0,_
secara,ADP,0,_
sestematis,X,1,sistematis
",",PUNCT,0,_
yang,SCONJ,0,_
menampilkan,VERB,0,_
sosok,NOUN,0,_
utuh,ADJ,0,_
dari,ADP,0,_
kompetensi,NOUN,0,_
yang,SCONJ,0,_
akan,AUX,0,_
dikuasai,VERB,0,_
oleh,ADP,0,_
peserta,X,0,_
didik,VERB,0,_
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
merupakan,VERB,0,_
informasi,NOUN,0,_
",",PUNCT,0,_
alat,NOUN,0,_
dan,CCONJ,0,_
teks,NOUN,0,_
yang,SCONJ,0,_
diperlukan,VERB,0,_
guru,NOUN,0,_
atau,CCONJ,0,_
instrukstur,X,1,instruktur
untuk,SCONJ,0,_
perencanaan,NOUN,0,_
dan,CCONJ,0,_
implementasi,NOUN,0,_
pembelarajan,X,1,pembelajaran
.,PUNCT,0,_
Modul,NOUN,0,_
adalah,AUX,0,_
satuan,X,0,_
unit,NOUN,0,_
lengkap,ADJ,0,_
yang,SCONJ,0,_
terdiri,X,0,_
dari,ADP,0,_
rangkaiuan,X,1,rangkaian
kegiatan,NOUN,0,_
pembelajaran,X,0,_
yang,SCONJ,0,_
disusun,VERB,0,_
untuk,SCONJ,0,_
membantu,VERB,0,_
peserta,X,0,_
didik,VERB,0,_
dalam,ADP,0,_
mmencapai,X,1,mencapai
tujuan,NOUN,0,_
yang,SCONJ,0,_
dirumuskan,VERB,0,_
secara,ADP,0,_
khusus,ADJ,0,_
dan,CCONJ,0,_
jelas,ADJ,0,_
.,PUNCT,0,_
Usaha,NOUN,0,_
atau,CCONJ,0,_
kerja,VERB,0,_
dapat,AUX,0,_
didefinisikan,VERB,0,_
sebagai,ADP,0,_
hasil,NOUN,0,_
kali,NOUN,0,_
gaya,NOUN,0,_
dengan,ADP,0,_
perpindaahn,X,1,perpindahan
titik,NOUN,0,_
di,ADP,0,_
mana,NOUN,0,_
gaya,NOUN,0,_
itu,DET,0,_
bekerja,X,0,_
.,PUNCT,0,_
Usaha,NOUN,0,_
positifn,X,1,positif
terjadi,VERB,0,_
apabila,SCONJ,0,_
arah,NOUN,0,_
gaya,NOUN,0,_
yang,SCONJ,0,_
bekerja,X,0,_
pada,ADP,0,_
bedan,X,1,benda
searah,DET,0,_
dengan,ADP,0,_
arah,NOUN,0,_
perpindahan,NOUN,0,_
benda,NOUN,0,_
.,PUNCT,0,_
Usaha,NOUN,0,_
nol,NUM,0,_
terjadi,VERB,0,_
apabila,SCONJ,0,_
gaya,NOUN,0,_
yang,SCONJ,0,_
bekerja,X,0,_
pada,ADP,0,_
benda,NOUN,0,_
tidak,PART,0,_
menyebabkan,VERB,0,_
benda,NOUN,0,_
tersebut,VERB,0,_
bergeak,X,1,bergerak
.,PUNCT,0,_
Bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
berbasis,VERB,0,_
pendidikan,NOUN,0,_
