token,tag,label,correction
kuning,ADJ,0,_
besar,ADJ,0,_
",",PUNCT,0,_
jahe,NOUN,0,_
putih,ADJ,0,_
kecil,ADJ,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
jahe,NOUN,0,_
merah,ADJ,0,_
.,PUNCT,0,_
Bumbu,NOUN,0,_
memegang,VERB,0,_
peranan,NOUN,0,_
penting,ADJ,0,_
karena,SCONJ,0,_
menentukan,VERB,0,_
cita,NOUN,0,_
rasa,NOUN,0,_
prodak,X,1,produk
akhir,NOUN,0,_
.,PUNCT,0,_
Uji,NOUN,0,_
kontaminasi,X,0,_
mikroba,X,0,_
patogen,X,0,_
menjadi,VERB,0,_
indiktator,X,1,indikator
penting,ADJ,0,_
untuk,SCONJ,0,_
mengetahui,X,0,_
kualitas,NOUN,0,_
ikan,NOUN,0,_
olahan,NOUN,0,_
layak,ADJ,0,_
konsumsis,X,1,konsumsi
.,PUNCT,0,_
Keberadaan,NOUN,0,_
mikroba,X,0,_
partogen,X,1,patogen
pada,ADP,0,_
ikan,NOUN,0,_
sangat,ADV,0,_
mungkin,ADV,0,_
terjadi,VERB,0,_
",",PUNCT,0,_
sebab,NOUN,0,_
kandungan,NOUN,0,_
gizi,NOUN,0,_
yang,SCONJ,0,_
tinggi,ADJ,0,_
pada,ADP,0,_
ikan,NOUN,0,_
merupakan,VERB,0,_
media,NOUN,0,_
yang,SCONJ,0,_
baik,ADJ,0,_
bagi,ADP,0,_
pertumbuhan,NOUN,0,_
dan,CCONJ,0,_
perkembangiakan,X,1,perkembangbiakan
mikroorganisme,X,0,_
.,PUNCT,0,_
Proses,NOUN,0,_
pengolahan,NOUN,0,_
ikan,NOUN,0,_
secara,ADP,0,_
sederhana,ADJ,0,_
dan,CCONJ,0,_
tradisional,ADJ,0,_
juga,ADV,0,_
memungkinkan,X,0,_
terjadi,VERB,0,_
camaran,X,1,cemaran
bakteri,NOUN,0,_
patogen,X,0,_
.,PUNCT,0,_
pH,X,0,_
(,PUNCT,0,_
Power,PROPN,0,_
of,PROPN,0,_
Hydrogen,PROPN,0,_
),PUNCT,0,_
adalah,AUX,0,_
skala,NOUN,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
menyatakan,VERB,0,_
tingkat,NOUN,0,_
keasaman,NOUN,0,_
atau,CCONJ,0,_
kebasaan,X,1,kebasahan
yang,SCONJ,0,_
dimiliki,VERB,0,_
oleh,ADP,0,_
sebuah,DET,0,_
larutan,NOUN,0,_
.,PUNCT,0,_
pengukuran,NOUN,0,_
pH,X,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
mengetauhi,X,1,mengetahui
kecenderungan,X,0,_
kenaikan,NOUN,0,_
atau,CCONJ,0,_
perurunan,X,1,penurunan
pH,X,0,_
selama,ADP,0,_
penyimpanan,NOUN,0,_
.,PUNCT,0,_
Besarnya,_,0,_
pH,X,0,_
berhubungan,VERB,0,_
dengan,ADP,0,_
senyawa-senyawa,DET,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
basaj,X,1,basah
selama,ADP,0,_
penyimpanan,NOUN,0,_
dan,CCONJ,0,_
akan,AUX,0,_
mempengaruhi,X,0,_
pertumbuhan,NOUN,0,_
mikroba,X,0,_
.,PUNCT,0,_
Pada,ADP,0,_
umumnya,ADV,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
tidak,PART,0,_
segar,ADJ,0,_
",",PUNCT,0,_
dagingnya,_,0,_
mempunyai,X,0,_
pH,X,0,_
lebih,ADJ,0,_
basis,NOUN,0,_
(,PUNCT,0,_
tinggi,ADJ,0,_
),PUNCT,0,_
daripada,ADP,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
masih,ADV,0,_
segar,ADJ,0,_
",",PUNCT,0,_
nilai,NOUN,0,_
pH,X,0,_
yang,SCONJ,0,_
rendah,ADJ,0,_
dapat,AUX,0,_
menghambat,VERB,0,_
kontaminasi,X,0,_
mikroorganisme,X,0,_
pembusuk,NOUN,0,_
.,PUNCT,0,_
Pada,ADP,0,_
beberapa,DET,0,_
bahan,NOUN,0,_
pangan,NOUN,0,_
air,NOUN,0,_
ada,VERB,0,_
dalam,ADP,0,_
jumlah,NOUN,0,_
relatif,ADJ,0,_
besar,ADJ,0,_
",",PUNCT,0,_
kenaikan,NOUN,0,_
sedikit,ADJ,0,_
kandungan,NOUN,0,_
air,NOUN,0,_
pada,ADP,0,_
bahan,NOUN,0,_
pangam,X,1,pangan
mengakibatkan,VERB,0,_
kerusakan,NOUN,0,_
baik,ADJ,0,_
akibat,ADP,0,_
reaksi,NOUN,0,_
kimua,X,1,kimia
maupun,CCONJ,0,_
pertumbuhan,NOUN,0,_
mikroba,X,0,_
.,PUNCT,0,_
Kadar,NOUN,0,_
air,NOUN,0,_
merupakan,VERB,0,_
parameter,NOUN,0,_
yang,SCONJ,0,_
umum,ADJ,0,_
namun,CCONJ,0,_
sangat,ADV,0,_
penting,ADJ,0,_
bagi,ADP,0,_
ebuah,X,1,sebuah
produk,NOUN,0,_
",",PUNCT,0,_
karena,SCONJ,0,_
kadar,NOUN,0,_
air,NOUN,0,_
memungkinkan,X,0,_
terjadinya,_,0,_
reaksi-reaksi,NOUN,0,_
biokimia,NOUN,0,_
yang,SCONJ,0,_
dapat,AUX,0,_
menurunkan,VERB,0,_
muttu,X,1,mutu
sebuah,DET,0,_
bahan,NOUN,0,_
mkaanan,X,1,makanan
sehingga,SCONJ,0,_
sebagian,X,0,_
air,NOUN,0,_
harus,AUX,0,_
dikeluarkan,VERB,0,_
dari,ADP,0,_
bahan,NOUN,0,_
makanan,NOUN,0,_
.,PUNCT,0,_
Pengindraan,NOUN,0,_
diartikan,VERB,0,_
sebagai,ADP,0,_
proses,NOUN,0,_
fisio-psikologis,X,0,_
",",PUNCT,0,_
yaitu,AUX,0,_
kesadaran,NOUN,0,_
atau,CCONJ,0,_
pengenalan,NOUN,0,_
alat,NOUN,0,_
indra,NOUN,0,_
akan,AUX,0,_
sifat-sifat,NOUN,0,_
benda,NOUN,0,_
karena,SCONJ,0,_
adanya,_,0,_
rangdangan,X,1,rangsangan
yang,SCONJ,0,_
diterima,VERB,0,_
alat,NOUN,0,_
indra,NOUN,0,_
yang,SCONJ,0,_
berasal,VERB,0,_
dari,ADP,0,_
benda,NOUN,0,_
tersebut,VERB,0,_
.,PUNCT,0,_
Penyimpanan,NOUN,0,_
produk,NOUN,0,_
pangan,NOUN,0,_
dilakukan,VERB,0,_
agar,SCONJ,0,_
memiliki,VERB,0,_
self,X,0,_
life,X,0,_
yang,SCONJ,0,_
cukup,ADV,0,_
lama,ADJ,0,_
dengan,ADP,0,_
mencegah,VERB,0,_
kerusakann,X,1,kerusakan
produk,NOUN,0,_
tersebut,VERB,0,_
.,PUNCT,0,_
Penyimpanan,NOUN,0,_
produk,NOUN,0,_
pangan,NOUN,0,_
perlu,VERB,0,_
diperhatikan,VERB,0,_
",",PUNCT,0,_
beberapa,DET,0,_
hal,NOUN,0,_
yang,SCONJ,0,_
penting,ADJ,0,_
diperhatikan,VERB,0,_
ialah,AUX,0,_
suhu,NOUN,0,_
pentimpanan,X,1,penyimpanan
",",PUNCT,0,_
jenis,NOUN,0,_
pangan,NOUN,0,_
yang,SCONJ,0,_
disimpan,VERB,0,_
",",PUNCT,0,_
kebersihan,NOUN,0,_
tempat,NOUN,0,_
penyimpanan,NOUN,0,_
serta,CCONJ,0,_
lama,ADJ,0,_
penyimpanan,NOUN,0,_
.,PUNCT,0,_
Masalah,NOUN,0,_
utama,ADJ,0,_
yang,SCONJ,0,_
dihadapi,VERB,0,_
oleh,ADP,0,_
industyri,X,1,industri
pengolahan,NOUN,0,_
ikan,NOUN,0,_
adalah,AUX,0,_
mutu,NOUN,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
rendah,ADJ,0,_
dan,CCONJ,0,_
masa,NOUN,0,_
simpan,VERB,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
singkat,ADJ,0,_
.,PUNCT,0,_
Masa,NOUN,0,_
simpan,VERB,0,_
produk,NOUN,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
singkat,ADJ,0,_
disebabkan,VERB,0,_
oleh,ADP,0,_
bakteri,NOUN,0,_
yang,SCONJ,0,_
masih,ADV,0,_
tersisa,X,0,_
dan,CCONJ,0,_
trekontaminasi,X,1,terkontaminasi
setelah,SCONJ,0,_
pengolahan,NOUN,0,_
ikan,NOUN,0,_
.,PUNCT,0,_
Kandungan,NOUN,0,_
air,NOUN,0,_
yang,SCONJ,0,_
masih,ADV,0,_
tinggi,ADJ,0,_
dalam,ADP,0,_
bandeng,NOUN,0,_
presto,X,0,_
menyebabkan,VERB,0,_
produk,NOUN,0,_
mudah,ADJ,0,_
mengalami,VERB,0,_
keruskan,X,1,kerusakan
.,PUNCT,0,_
Geejala,PROPN,1,gejala
kerusakan,NOUN,0,_
bandeng,NOUN,0,_
presto,X,0,_
ditandai,VERB,0,_
dengan,ADP,0,_
perubahan,NOUN,0,_
tekstur,X,0,_
serta,CCONJ,0,_
rasa,NOUN,0,_
dan,CCONJ,0,_
aroma,NOUN,0,_
khas,ADJ,0,_
dari,ADP,0,_
produk,NOUN,0,_
yang,SCONJ,0,_
berkurang,VERB,0,_
.,PUNCT,0,_
Uji,NOUN,0,_
organoleptik,X,0,_
mempunyai,X,0,_
peranan,NOUN,0,_
yang,SCONJ,0,_
penting,ADJ,0,_
sebagai,ADP,0,_
pendeyeksian,X,1,pendeteksian
awal,NOUN,0,_
dalam,ADP,0,_
memulai,VERB,0,_
mutu,NOUN,0,_
untuk,SCONJ,0,_
mengetahui,X,0,_
penyimtangan,X,1,penyimpangan
dan,CCONJ,0,_
perubahan,NOUN,0,_
dalam,ADP,0,_
produk,NOUN,0,_
.,PUNCT,0,_
Uji,NOUN,0,_
organoleptik,X,0,_
pada,ADP,0,_
penelituan,X,1,penelitian
ini,DET,0,_
menggunakan,VERB,0,_
lembar,NOUN,0,_
penilaian,NOUN,0,_
yang,SCONJ,0,_
diberikan,VERB,0,_
peneliti,NOUN,0,_
.,PUNCT,0,_
Kebutaan,NOUN,0,_
yang,SCONJ,0,_
terjadi,VERB,0,_
pada,ADP,0,_
penderita,NOUN,0,_
karatak,X,1,katarak
terjadi,VERB,0,_
secara,ADP,0,_
berttahap,X,1,bertahap
dan,CCONJ,0,_
tanpa,ADP,0,_
rasa,NOUN,0,_
sakit,ADJ,0,_
dalam,ADP,0,_
jangka,NOUN,0,_
waktu,NOUN,0,_
yang,SCONJ,0,_
lama,ADJ,0,_
.,PUNCT,0,_
Gejala,NOUN,0,_
yang,SCONJ,0,_
terjadi,VERB,0,_
tanpa,ADP,0,_
rasa,NOUN,0,_
sakit,ADJ,0,_
inilah,_,0,_
yang,SCONJ,0,_
menyebabkan,VERB,0,_
banyak,DET,0,_
penderita,NOUN,0,_
tidak,PART,0,_
mensadari,X,1,menyadari
jika,SCONJ,0,_
dirinya,_,0,_
sudah,AUX,0,_
menderita,VERB,0,_
penyakit,NOUN,0,_
katarak,X,0,_
",",PUNCT,0,_
bahkan,ADV,0,_
sebagian,X,0,_
menganggap,VERB,0,_
sekedar,ADV,0,_
hanya,ADV,0,_
mengalami,VERB,0,_
rabun,X,0,_
jauh,ADJ,0,_
atau,CCONJ,0,_
rabun,X,0,_
dekat,ADJ,0,_
.,PUNCT,0,_
Akses,NOUN,0,_
ke,ADP,0,_
layanan,NOUN,0,_
perawatan,NOUN,0,_
mata,NOUN,0,_
membantu,VERB,0,_
mengurani,X,1,mengurangi
kemiskinan,NOUN,0,_
dan,CCONJ,0,_
kelaparan,NOUN,0,_
serta,CCONJ,0,_
meningkatkan,VERB,0,_
peluagng,X,1,peluangan
ekonomi,NOUN,0,_
dan,CCONJ,0,_
pekerjaan,X,0,_
.,PUNCT,0,_
Tingginya,_,0,_
angka,NOUN,0,_
kasus,NOUN,0,_
kebutaan,NOUN,0,_
nasional,ADJ,0,_
di,ADP,0,_
Indonesia,PROPN,0,_
tidak,PART,0,_
diimbangi,VERB,0,_
dengan,ADP,0,_
ketersediaan,X,0,_
fasilittas,X,1,fasilitas
kesehatan,NOUN,0,_
.,PUNCT,0,_
Pemeriksaan,NOUN,0,_
dilanjutkan,VERB,0,_
dengan,ADP,0,_
analisa,VERB,0,_
dokter,NOUN,0,_
berdasarkan,VERB,0,_
hasil,NOUN,0,_
cirra,X,1,citra
dari,ADP,0,_
pemeriksaan,NOUN,0,_
Slit-Lamp,PROPN,0,_
.,PUNCT,0,_
Ketimpangan,PROPN,0,_
jumlah,NOUN,0,_
dokter,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
di,ADP,0,_
sebuah,DET,0,_
daerah,NOUN,0,_
dibandingkan,VERB,0,_
dengan,ADP,0,_
daerah,NOUN,0,_
lain,ADJ,0,_
juga,ADV,0,_
membuat,VERB,0,_
fasilitas,NOUN,0,_
ppelayanan,X,1,pelayanan
kesehatan,NOUN,0,_
tidak,PART,0,_
dapat,AUX,0,_
diakses,X,0,_
oleh,ADP,0,_
semua,DET,0,_
orang,NOUN,0,_
secara,ADP,0,_
merata,VERB,0,_
.,PUNCT,0,_
Sistem,NOUN,0,_
ini,DET,0,_
menggunakan,VERB,0,_
metode,NOUN,0,_
linear,X,0,_
regression,X,0,_
dalam,ADP,0,_
mendeteksi,VERB,0,_
dan,CCONJ,0,_
menglasifikasikan,X,1,mengklasifikasikan
katarak,X,0,_
.,PUNCT,0,_
Metode,NOUN,0,_
berfokus,VERB,0,_
pada,ADP,0,_
perhitungan,NOUN,0,_
nilai,NOUN,0,_
kekeruhan,NOUN,0,_
yang,SCONJ,0,_
disebabkan,VERB,0,_
oleh,ADP,0,_
katarak,X,0,_
pada,ADP,0,_
lensa,NOUN,0,_
mata,NOUN,0,_
dengan,ADP,0,_
mendapatkan,VERB,0,_
nilai,NOUN,0,_
rata-rata,ADJ,0,_
intensias,X,1,intensitas
dari,ADP,0,_
gambar,NOUN,0,_
input,X,0,_
mata,NOUN,0,_
.,PUNCT,0,_
Input,PROPN,0,_
dibedakan,VERB,0,_
menjadi,VERB,0,_
dua,NUM,0,_
yaitu,AUX,0,_
input,X,0,_
kamera,NOUN,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
sebagai,ADP,0,_
pengambilan,NOUN,0,_
gambar,NOUN,0,_
mata,NOUN,0,_
seccara,X,1,secara
fisik,NOUN,0,_
dan,CCONJ,0,_
input,X,0,_
user,X,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
sebagai,ADP,0,_
pengambilan,NOUN,0,_
data,NOUN,0,_
gelaja,X,1,gejala
yang,SCONJ,0,_
nantinya,_,0,_
diolah,VERB,0,_
di,ADP,0,_
dalam,ADP,0,_
sistem,NOUN,0,_
pakar,NOUN,0,_
.,PUNCT,0,_
Input,PROPN,0,_
kamera,NOUN,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
proses,NOUN,0,_
pengambilan,NOUN,0,_
gambar,NOUN,0,_
mata,NOUN,0,_
menggunakan,VERB,0,_
kamera,NOUN,0,_
telepn,X,1,telepon
.,PUNCT,0,_
Input,PROPN,0,_
user,X,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
proses,NOUN,0,_
pengambilan,NOUN,0,_
data,NOUN,0,_
dengan,ADP,0,_
cara,NOUN,0,_
memberikan,VERB,0,_
pertanyan,X,1,pertanyaan
pada,ADP,0,_
user,X,0,_
yang,SCONJ,0,_
harus,AUX,0,_
dijawab,VERB,0,_
.,PUNCT,0,_
Pertanyaan,NOUN,0,_
yang,SCONJ,0,_
diberikan,VERB,0,_
kepada,ADP,0,_
user,X,0,_
berupa,VERB,0,_
pilihan,NOUN,0,_
tingkatan,NOUN,0,_
kepastian,NOUN,0,_
user,X,0,_
mengenai,VERB,0,_
gejla,X,1,gejala
yang,SCONJ,0,_
dialami,VERB,0,_
.,PUNCT,0,_
Data,NOUN,0,_
input,X,0,_
berupa,VERB,0,_
gambar,NOUN,0,_
mata,NOUN,0,_
diproses,X,0,_
untuk,SCONJ,0,_
mendapatkan,VERB,0,_
area,NOUN,0,_
mata,NOUN,0,_
dan,CCONJ,0,_
diekstrak,X,0,_
bagian,NOUN,0,_
pupil,X,0,_
dilakukan,VERB,0,_
klasifikasi,NOUN,0,_
",",PUNCT,0,_
apakah,_,0,_
pupil,X,0,_
tersebut,VERB,0,_
ada,VERB,0,_
kekeruhan,NOUN,0,_
atau,CCONJ,0,_
pupil,X,0,_
normal,ADJ,0,_
.,PUNCT,0,_
Convolutional,PROPN,0,_
neural,X,0,_
network,X,0,_
dilatih,VERB,0,_
dalam,ADP,0,_
beberapa,DET,0,_
layer,X,0,_
untuk,SCONJ,0,_
memproleh,X,1,memperoleh
fitur,X,0,_
dan,CCONJ,0,_
bobot,NOUN,0,_
yang,SCONJ,0,_
sesuai,ADJ,0,_
.,PUNCT,0,_
Output,PROPN,0,_
model,NOUN,0,_
berupa,VERB,0,_
data,NOUN,0,_
hasil,NOUN,0,_
detksi,X,1,deteksi
kekeruhan,NOUN,0,_
pada,ADP,0,_
mata,NOUN,0,_
dan,CCONJ,0,_
klasfiikasi,X,1,klasifikasi
pupil,X,0,_
",",PUNCT,0,_
serta,CCONJ,0,_
hasil,NOUN,0,_
deteksi,VERB,0,_
deteksi,VERB,0,_
penyakit,NOUN,0,_
katarak,X,0,_
dan,CCONJ,0,_
jenis,NOUN,0,_
kataraknya,X,0,_
.,PUNCT,0,_
Hasil,NOUN,0,_
akhir,NOUN,0,_
dari,ADP,0,_
sistem,NOUN,0,_
berupa,VERB,0,_
persentasi,X,1,persentase
user,X,0,_
dalam,ADP,0,_
terkena,VERB,0,_
penyakit,NOUN,0,_
katarak,X,0,_
dan,CCONJ,0,_
besar,ADJ,0,_
persentase,NOUN,0,_
jenis,NOUN,0,_
katarak,X,0,_
yang,SCONJ,0,_
dialami,VERB,0,_
berdasarkan,VERB,0,_
gejala,NOUN,0,_
yang,SCONJ,0,_
dialami,VERB,0,_
.,PUNCT,0,_
Hasil,NOUN,0,_
deteksi,VERB,0,_
keekruhan,X,1,kekeruhan
mata,NOUN,0,_
merupakan,VERB,0,_
hasil,NOUN,0,_
yang,SCONJ,0,_
didapat,VERB,0,_
dari,ADP,0,_
proses,NOUN,0,_
yang,SCONJ,0,_
telah,AUX,0,_
dijalankan,VERB,0,_
berdasarkan,VERB,0,_
data,NOUN,0,_
input,X,0,_
gambar,NOUN,0,_
mata,NOUN,0,_
.,PUNCT,0,_
Hasil,NOUN,0,_
dari,ADP,0,_
deteksi,VERB,0,_
penyakit,NOUN,0,_
katarak,X,0,_
dan,CCONJ,0,_
jenis,NOUN,0,_
katarak,X,0,_
merupakan,VERB,0,_
hasil,NOUN,0,_
yang,SCONJ,0,_
didapat,VERB,0,_
setelah,SCONJ,0,_
mengitungg,X,1,menghitung
nilai,NOUN,0,_
akhir,NOUN,0,_
dari,ADP,0,_
certainty,X,0,_
factor,X,0,_
dari,ADP,0,_
setiap,X,0,_
evidence,X,0,_
yang,SCONJ,0,_
dialami,VERB,0,_
oleh,ADP,0,_
user,X,0,_
.,PUNCT,0,_
Penentuan,PROPN,0,_
jenis,NOUN,0,_
katarak,X,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
mengamnbil,X,1,mengambil
nilai,NOUN,0,_
persentase,NOUN,0,_
yang,SCONJ,0,_
paling,ADV,0,_
besar,ADJ,0,_
dari,ADP,0,_
setiap,X,0,_
hipotesa,X,0,_
jenis,NOUN,0,_
katarak,X,0,_
.,PUNCT,0,_
Tahap,NOUN,0,_
klasfikasi,X,1,klasifikasi
jenis,NOUN,0,_
katarak,X,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
menghitung,VERB,0,_
besar,ADJ,0,_
kemungkinan,X,0,_
user,X,0,_
terkena,VERB,0,_
penyakit,NOUN,0,_
katarak,X,0,_
jenis,NOUN,0,_
tertentu,ADJ,0,_
.,PUNCT,0,_
Pengujian,NOUN,0,_
pada,ADP,0,_
tahap,NOUN,0,_
ini,DET,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
mengambil,VERB,0,_
jawaban,NOUN,0,_
dari,ADP,0,_
input,X,0,_
user,X,0,_
pada,ADP,0,_
pertanyaan,NOUN,0,_
terkait,VERB,0,_
gejala,NOUN,0,_
lanjutan,NOUN,0,_
ketika,SCONJ,0,_
user,X,0,_
telah,AUX,0,_
menjawab,VERB,0,_
pada,ADP,0,_
pertanyaan,NOUN,0,_
pada,ADP,0,_
halamn,X,1,halaman
pertama,NUM,0,_
.,PUNCT,0,_
Para,DET,0,_
ahli,NOUN,0,_
kesehatan,NOUN,0,_
telah,AUX,0,_
memanfatkan,X,1,memanfaatkan
AI,PROPN,0,_
untuk,SCONJ,0,_
mengatasi,VERB,0,_
beberapa,DET,0,_
peyakit,X,1,penyakit
kronis,NOUN,0,_
seperti,ADP,0,_
mengontrol,VERB,0,_
diabetes,X,0,_
.,PUNCT,0,_
Diabetes,PROPN,0,_
adalah,AUX,0,_
penyakit,NOUN,0,_
kronil,X,1,kronis
yang,SCONJ,0,_
ditandai,VERB,0,_
dengan,ADP,0,_
ciri-ciri,NOUN,0,_
berupa,VERB,0,_
tingginya,_,0,_
kadar,NOUN,0,_
gula,NOUN,0,_
(,PUNCT,0,_
glukosa,X,0,_
),PUNCT,0,_
darah,NOUN,0,_
.,PUNCT,0,_
Glukjosa,PROPN,1,glukosa
yang,SCONJ,0,_
menumpuk,VERB,0,_
di,ADP,0,_
dalam,ADP,0,_
darah,NOUN,0,_
akibat,ADP,0,_
tidak,PART,0,_
diserap,VERB,0,_
sel,NOUN,0,_
tubuh,NOUN,0,_
dengan,ADP,0,_
baik,ADJ,0,_
dapat,AUX,0,_
menimnulkan,X,1,menimbulkan
berbagai,X,0,_
gangguan,NOUN,0,_
organ,NOUN,0,_
tubuh,NOUN,0,_
.,PUNCT,0,_